Model,MDO34
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.1
Horizontal Delay,0.431
Sample Interval,0.001
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,100
Vertical Units,V
Vertical Offset,0
Vertical Scale,10
Vertical Position,0
,
,
,
Label,UL23
TIME,CH2
-6.90e-02,0
-6.80e-02,0
-6.70e-02,0
-6.60e-02,0
-6.50e-02,0
-6.40e-02,0
-6.30e-02,0
-6.20e-02,0
-6.10e-02,-0.4
-6.00e-02,0
-5.90e-02,0
-5.80e-02,0
-5.70e-02,0
-5.60e-02,0
-5.50e-02,0
-5.40e-02,0
-5.30e-02,0
-5.20e-02,0
-5.10e-02,0
-5.00e-02,0
-4.90e-02,0
-4.80e-02,0
-4.70e-02,0
-4.60e-02,0
-4.50e-02,0
-4.40e-02,0
-4.30e-02,0
-4.20e-02,0
-4.10e-02,0
-4.00e-02,0
-3.90e-02,0
-3.80e-02,0
-3.70e-02,0
-3.60e-02,0
-3.50e-02,0
-3.40e-02,0
-3.30e-02,0
-3.20e-02,0
-3.10e-02,0
-3.00e-02,0
-2.90e-02,0
-2.80e-02,0
-2.70e-02,0
-2.60e-02,0
-2.50e-02,0
-2.40e-02,0
-2.30e-02,0
-2.20e-02,0
-2.10e-02,0
-2.00e-02,0
-1.90e-02,0
-1.80e-02,0
-1.70e-02,0
-1.60e-02,0
-1.50e-02,0
-1.40e-02,0
-1.30e-02,0
-1.20e-02,0
-1.10e-02,0
-1.00e-02,0
-9.00e-03,0
-8.00e-03,0
-7.00e-03,0
-6.00e-03,0
-5.00e-03,0
-4.00e-03,0
-3.00e-03,0
-2.00e-03,0
-1.00e-03,0
0.00e+00,0
1.00e-03,0
2.00e-03,0
3.00e-03,0
4.00e-03,0
5.00e-03,0
6.00e-03,0
7.00e-03,0
8.00e-03,0
9.00e-03,0
1.00e-02,0
1.10e-02,0
1.20e-02,0
1.30e-02,0
1.40e-02,0
1.50e-02,0
1.60e-02,0
1.70e-02,0
1.80e-02,0
1.90e-02,0
2.00e-02,0
2.10e-02,0
2.20e-02,0
2.30e-02,0
2.40e-02,0
2.50e-02,0
2.60e-02,0
2.70e-02,0
2.80e-02,0
2.90e-02,0
3.00e-02,0
3.10e-02,0
3.20e-02,0
3.30e-02,0
3.40e-02,0
3.50e-02,0
3.60e-02,0
3.70e-02,0
3.80e-02,0
3.90e-02,0
4.00e-02,0
4.10e-02,0
4.20e-02,0
4.30e-02,0
4.40e-02,0
4.50e-02,0
4.60e-02,0
4.70e-02,0
4.80e-02,0
4.90e-02,0
5.00e-02,0
5.10e-02,0
5.20e-02,0
5.30e-02,0
5.40e-02,0
5.50e-02,0
5.60e-02,0
5.70e-02,0
5.80e-02,-0.4
5.90e-02,0
6.00e-02,0
6.10e-02,0
6.20e-02,-0.4
6.30e-02,0
6.40e-02,0
6.50e-02,0
6.60e-02,0
6.70e-02,0
6.80e-02,0
6.90e-02,0
7.00e-02,-0.4
7.10e-02,0
7.20e-02,0
7.30e-02,0
7.40e-02,0
7.50e-02,0
7.60e-02,0
7.70e-02,0
7.80e-02,0
7.90e-02,0
8.00e-02,0
8.10e-02,0
8.20e-02,0
8.30e-02,0
8.40e-02,0
8.50e-02,0
8.60e-02,0
8.70e-02,0
8.80e-02,0
8.90e-02,0
9.00e-02,0
9.10e-02,0
9.20e-02,0
9.30e-02,0
9.40e-02,0
9.50e-02,0
9.60e-02,0
9.70e-02,0
9.80e-02,0
9.90e-02,0
1.00e-01,0
1.01e-01,0
1.02e-01,0
1.03e-01,0
1.04e-01,0
1.05e-01,0
1.06e-01,0
1.07e-01,0
1.08e-01,0
1.09e-01,0
1.10e-01,0
1.11e-01,0
1.12e-01,0
1.13e-01,0
1.14e-01,0.8
1.15e-01,0.8
1.16e-01,0.4
1.17e-01,0.8
1.18e-01,0.8
1.19e-01,0.8
1.20e-01,0.8
1.21e-01,1.2
1.22e-01,0.8
1.23e-01,0.8
1.24e-01,0.8
1.25e-01,1.2
1.26e-01,1.2
1.27e-01,1.2
1.28e-01,1.2
1.29e-01,1.6
1.30e-01,1.2
1.31e-01,1.6
1.32e-01,1.6
1.33e-01,2
1.34e-01,1.6
1.35e-01,2
1.36e-01,2
1.37e-01,2
1.38e-01,2
1.39e-01,2.4
1.40e-01,2.8
1.41e-01,2.8
1.42e-01,2.8
1.43e-01,2.8
1.44e-01,2.8
1.45e-01,3.2
1.46e-01,3.6
1.47e-01,3.2
1.48e-01,3.6
1.49e-01,3.2
1.50e-01,3.6
1.51e-01,3.6
1.52e-01,3.6
1.53e-01,3.6
1.54e-01,4
1.55e-01,4
1.56e-01,4
1.57e-01,4
1.58e-01,4
1.59e-01,4.4
1.60e-01,4.4
1.61e-01,4.8
1.62e-01,4.8
1.63e-01,4.8
1.64e-01,5.2
1.65e-01,5.2
1.66e-01,4.8
1.67e-01,5.2
1.68e-01,5.2
1.69e-01,5.2
1.70e-01,5.6
1.71e-01,5.2
1.72e-01,6
1.73e-01,5.6
1.74e-01,6
1.75e-01,6
1.76e-01,6
1.77e-01,6.4
1.78e-01,6.4
1.79e-01,6.4
1.80e-01,6.4
1.81e-01,6.4
1.82e-01,6.8
1.83e-01,6.4
1.84e-01,6.8
1.85e-01,6.8
1.86e-01,6.8
1.87e-01,7.2
1.88e-01,7.2
1.89e-01,7.2
1.90e-01,7.2
1.91e-01,7.6
1.92e-01,7.6
1.93e-01,7.6
1.94e-01,8
1.95e-01,8
1.96e-01,8
1.97e-01,8
1.98e-01,8
1.99e-01,8.4
2.00e-01,8.4
2.01e-01,8.4
2.02e-01,8.4
2.03e-01,8.8
2.04e-01,8.8
2.05e-01,9.2
2.06e-01,9.2
2.07e-01,9.2
2.08e-01,9.2
2.09e-01,9.2
2.10e-01,9.6
2.11e-01,9.6
2.12e-01,9.6
2.13e-01,9.2
2.14e-01,9.6
2.15e-01,9.6
2.16e-01,10
2.17e-01,10
2.18e-01,10
2.19e-01,10
2.20e-01,10.4
2.21e-01,10.4
2.22e-01,10.8
2.23e-01,10.8
2.24e-01,10.8
2.25e-01,10.8
2.26e-01,10.8
2.27e-01,10.8
2.28e-01,11.2
2.29e-01,11.2
2.30e-01,11.2
2.31e-01,11.2
2.32e-01,11.2
2.33e-01,11.2
2.34e-01,11.6
2.35e-01,11.6
2.36e-01,11.6
2.37e-01,12
2.38e-01,12
2.39e-01,12.4
2.40e-01,12
2.41e-01,12.4
2.42e-01,12
2.43e-01,12.4
2.44e-01,12.4
2.45e-01,12.8
2.46e-01,12.8
2.47e-01,12.8
2.48e-01,12.8
2.49e-01,13.2
2.50e-01,13.2
2.51e-01,13.2
2.52e-01,13.2
2.53e-01,13.6
2.54e-01,13.2
2.55e-01,13.2
2.56e-01,13.2
2.57e-01,13.6
2.58e-01,14
2.59e-01,14
2.60e-01,14
2.61e-01,14
2.62e-01,14.4
2.63e-01,14.4
2.64e-01,14.4
2.65e-01,14.4
2.66e-01,14.8
2.67e-01,14.8
2.68e-01,14.8
2.69e-01,14.8
2.70e-01,15.2
2.71e-01,14.8
2.72e-01,15.2
2.73e-01,15.2
2.74e-01,15.2
2.75e-01,15.2
2.76e-01,15.6
2.77e-01,15.6
2.78e-01,15.6
2.79e-01,15.6
2.80e-01,16
2.81e-01,16
2.82e-01,16
2.83e-01,16
2.84e-01,16.4
2.85e-01,16.4
2.86e-01,16.4
2.87e-01,16.4
2.88e-01,16.4
2.89e-01,16.8
2.90e-01,17.2
2.91e-01,16.8
2.92e-01,16.8
2.93e-01,17.2
2.94e-01,17.2
2.95e-01,17.2
2.96e-01,17.6
2.97e-01,17.6
2.98e-01,17.6
2.99e-01,17.6
3.00e-01,17.6
3.01e-01,18
3.02e-01,18
3.03e-01,18
3.04e-01,18.4
3.05e-01,18
3.06e-01,18.4
3.07e-01,18.4
3.08e-01,18.4
3.09e-01,18.8
3.10e-01,18.8
3.11e-01,18.4
3.12e-01,18.8
3.13e-01,18.8
3.14e-01,18.8
3.15e-01,18.8
3.16e-01,19.2
3.17e-01,19.6
3.18e-01,19.2
3.19e-01,19.6
3.20e-01,19.6
3.21e-01,19.6
3.22e-01,19.6
3.23e-01,19.6
3.24e-01,20
3.25e-01,20
3.26e-01,19.6
3.27e-01,20.4
3.28e-01,20
3.29e-01,20.4
3.30e-01,20.4
3.31e-01,20.8
3.32e-01,20.8
3.33e-01,20.8
3.34e-01,20.4
3.35e-01,20.8
3.36e-01,20.8
3.37e-01,20.8
3.38e-01,21.2
3.39e-01,21.2
3.40e-01,21.2
3.41e-01,21.6
3.42e-01,21.6
3.43e-01,21.6
3.44e-01,21.6
3.45e-01,21.2
3.46e-01,21.6
3.47e-01,22
3.48e-01,22
3.49e-01,22
3.50e-01,22
3.51e-01,22
3.52e-01,22
3.53e-01,22.4
3.54e-01,22.4
3.55e-01,22.4
3.56e-01,22.8
3.57e-01,22.8
3.58e-01,22.8
3.59e-01,22.8
3.60e-01,22.8
3.61e-01,22.8
3.62e-01,23.2
3.63e-01,23.2
3.64e-01,23.2
3.65e-01,23.2
3.66e-01,23.2
3.67e-01,23.6
3.68e-01,23.6
3.69e-01,23.6
3.70e-01,24
3.71e-01,24
3.72e-01,24
3.73e-01,24
3.74e-01,24
3.75e-01,24
3.76e-01,24
3.77e-01,24
3.78e-01,24.4
3.79e-01,24.4
3.80e-01,24.4
3.81e-01,24.4
3.82e-01,24.4
3.83e-01,24.8
3.84e-01,24.8
3.85e-01,24.8
3.86e-01,24.8
3.87e-01,25.2
3.88e-01,24.8
3.89e-01,25.2
3.90e-01,24.8
3.91e-01,25.2
3.92e-01,25.2
3.93e-01,24.8
3.94e-01,25.2
3.95e-01,25.2
3.96e-01,25.6
3.97e-01,25.6
3.98e-01,25.6
3.99e-01,25.6
4.00e-01,25.6
4.01e-01,25.6
4.02e-01,25.6
4.03e-01,25.6
4.04e-01,25.6
4.05e-01,26
4.06e-01,26
4.07e-01,26
4.08e-01,26
4.09e-01,26
4.10e-01,26
4.11e-01,26.4
4.12e-01,26
4.13e-01,26.4
4.14e-01,26
4.15e-01,26.4
4.16e-01,26.4
4.17e-01,26.4
4.18e-01,26.4
4.19e-01,26.8
4.20e-01,27.2
4.21e-01,27.2
4.22e-01,27.2
4.23e-01,26.8
4.24e-01,26.8
4.25e-01,27.2
4.26e-01,26.8
4.27e-01,27.6
4.28e-01,26.8
4.29e-01,27.2
4.30e-01,27.6
4.31e-01,27.2
4.32e-01,27.2
4.33e-01,27.2
4.34e-01,27.6
4.35e-01,27.6
4.36e-01,27.6
4.37e-01,27.6
4.38e-01,28
4.39e-01,27.6
4.40e-01,27.6
4.41e-01,27.6
4.42e-01,27.6
4.43e-01,28
4.44e-01,27.6
4.45e-01,28
4.46e-01,28
4.47e-01,28
4.48e-01,28.4
4.49e-01,28
4.50e-01,27.6
4.51e-01,28
4.52e-01,28
4.53e-01,28
4.54e-01,28
4.55e-01,28.4
4.56e-01,28
4.57e-01,28.4
4.58e-01,28.4
4.59e-01,28.4
4.60e-01,28.4
4.61e-01,28.4
4.62e-01,28.4
4.63e-01,28.4
4.64e-01,28.4
4.65e-01,28.4
4.66e-01,28.4
4.67e-01,28.8
4.68e-01,28.4
4.69e-01,28.8
4.70e-01,28.8
4.71e-01,28.8
4.72e-01,28.8
4.73e-01,28.8
4.74e-01,28.8
4.75e-01,28.4
4.76e-01,28.8
4.77e-01,28.8
4.78e-01,29.2
4.79e-01,28.8
4.80e-01,29.2
4.81e-01,28.8
4.82e-01,28.8
4.83e-01,29.2
4.84e-01,28.8
4.85e-01,28.8
4.86e-01,28.8
4.87e-01,28.8
4.88e-01,28.8
4.89e-01,28.8
4.90e-01,29.2
4.91e-01,28.8
4.92e-01,29.2
4.93e-01,29.2
4.94e-01,29.2
4.95e-01,28.8
4.96e-01,28.8
4.97e-01,28.8
4.98e-01,29.2
4.99e-01,29.2
5.00e-01,29.2
5.01e-01,28.8
5.02e-01,29.2
5.03e-01,29.2
5.04e-01,29.2
5.05e-01,29.2
5.06e-01,29.2
5.07e-01,29.6
5.08e-01,29.2
5.09e-01,28.8
5.10e-01,29.2
5.11e-01,29.2
5.12e-01,28.8
5.13e-01,29.2
5.14e-01,29.2
5.15e-01,29.2
5.16e-01,29.2
5.17e-01,29.2
5.18e-01,29.6
5.19e-01,29.2
5.20e-01,29.2
5.21e-01,29.2
5.22e-01,29.2
5.23e-01,29.6
5.24e-01,29.6
5.25e-01,29.6
5.26e-01,29.2
5.27e-01,29.2
5.28e-01,29.6
5.29e-01,29.2
5.30e-01,29.6
5.31e-01,29.6
5.32e-01,29.2
5.33e-01,29.2
5.34e-01,29.2
5.35e-01,29.6
5.36e-01,29.6
5.37e-01,29.6
5.38e-01,29.2
5.39e-01,30
5.40e-01,29.2
5.41e-01,29.6
5.42e-01,29.6
5.43e-01,29.2
5.44e-01,29.6
5.45e-01,29.2
5.46e-01,29.6
5.47e-01,29.6
5.48e-01,29.6
5.49e-01,29.6
5.50e-01,29.2
5.51e-01,29.6
5.52e-01,29.2
5.53e-01,29.2
5.54e-01,29.6
5.55e-01,29.6
5.56e-01,29.6
5.57e-01,29.6
5.58e-01,29.6
5.59e-01,29.6
5.60e-01,29.6
5.61e-01,29.6
5.62e-01,29.2
5.63e-01,29.6
5.64e-01,29.6
5.65e-01,30
5.66e-01,29.6
5.67e-01,29.6
5.68e-01,29.6
5.69e-01,29.6
5.70e-01,29.6
5.71e-01,29.6
5.72e-01,29.6
5.73e-01,30
5.74e-01,29.2
5.75e-01,29.2
5.76e-01,29.6
5.77e-01,29.6
5.78e-01,29.6
5.79e-01,30
5.80e-01,29.6
5.81e-01,29.6
5.82e-01,29.6
5.83e-01,29.6
5.84e-01,29.6
5.85e-01,30
5.86e-01,30
5.87e-01,29.6
5.88e-01,29.6
5.89e-01,29.2
5.90e-01,29.6
5.91e-01,29.6
5.92e-01,29.6
5.93e-01,29.6
5.94e-01,29.6
5.95e-01,30
5.96e-01,29.6
5.97e-01,29.6
5.98e-01,29.6
5.99e-01,29.6
6.00e-01,29.6
6.01e-01,30
6.02e-01,29.6
6.03e-01,29.6
6.04e-01,30
6.05e-01,29.6
6.06e-01,29.6
6.07e-01,30
6.08e-01,29.6
6.09e-01,29.6
6.10e-01,29.6
6.11e-01,29.6
6.12e-01,29.6
6.13e-01,29.6
6.14e-01,30
6.15e-01,29.6
6.16e-01,29.6
6.17e-01,29.6
6.18e-01,29.6
6.19e-01,29.6
6.20e-01,29.6
6.21e-01,29.6
6.22e-01,30
6.23e-01,29.6
6.24e-01,30
6.25e-01,30
6.26e-01,30
6.27e-01,29.6
6.28e-01,29.6
6.29e-01,30
6.30e-01,30
6.31e-01,30
6.32e-01,29.6
6.33e-01,29.6
6.34e-01,30
6.35e-01,29.6
6.36e-01,29.6
6.37e-01,30
6.38e-01,30
6.39e-01,29.6
6.40e-01,29.6
6.41e-01,29.6
6.42e-01,30
6.43e-01,29.6
6.44e-01,30
6.45e-01,29.6
6.46e-01,29.6
6.47e-01,30
6.48e-01,29.6
6.49e-01,30
6.50e-01,29.6
6.51e-01,29.6
6.52e-01,30
6.53e-01,30
6.54e-01,29.6
6.55e-01,29.6
6.56e-01,29.6
6.57e-01,29.6
6.58e-01,29.6
6.59e-01,29.6
6.60e-01,29.6
6.61e-01,30
6.62e-01,30
6.63e-01,30
6.64e-01,30
6.65e-01,29.6
6.66e-01,29.6
6.67e-01,30
6.68e-01,30
6.69e-01,30
6.70e-01,29.6
6.71e-01,30
6.72e-01,30
6.73e-01,30
6.74e-01,29.6
6.75e-01,30
6.76e-01,29.6
6.77e-01,30
6.78e-01,29.6
6.79e-01,30
6.80e-01,30
6.81e-01,29.6
6.82e-01,30
6.83e-01,30
6.84e-01,29.6
6.85e-01,29.6
6.86e-01,30
6.87e-01,29.6
6.88e-01,30
6.89e-01,30
6.90e-01,30.4
6.91e-01,30
6.92e-01,29.6
6.93e-01,30
6.94e-01,30
6.95e-01,30
6.96e-01,30
6.97e-01,29.6
6.98e-01,29.6
6.99e-01,30
7.00e-01,30
7.01e-01,29.6
7.02e-01,29.6
7.03e-01,29.6
7.04e-01,30
7.05e-01,29.6
7.06e-01,29.6
7.07e-01,30
7.08e-01,30
7.09e-01,30
7.10e-01,30.4
7.11e-01,30
7.12e-01,30
7.13e-01,30
7.14e-01,30
7.15e-01,30.4
7.16e-01,30
7.17e-01,30
7.18e-01,30
7.19e-01,30.4
7.20e-01,30.4
7.21e-01,30
7.22e-01,29.6
7.23e-01,30
7.24e-01,30
7.25e-01,30
7.26e-01,30
7.27e-01,30
7.28e-01,30
7.29e-01,29.6
7.30e-01,30
7.31e-01,30.4
7.32e-01,29.6
7.33e-01,30
7.34e-01,29.6
7.35e-01,30
7.36e-01,30
7.37e-01,30
7.38e-01,29.6
7.39e-01,30
7.40e-01,30
7.41e-01,30
7.42e-01,30
7.43e-01,30
